Name,University/Organization,Type of Chair,Conference,Year
Bill Kaiser,University of California Los Angeles,General Chair,IPSN,2004
Sam Madden,Massachusetts Institute of Technology,Information Proc. Track Co-Chair,IPSN,2004
Subhash Suri,University of California Santa Barbara,Information Proc. Track Co-Chair,IPSN,2004
Jie Liu,Microsoft Research,SPOTS Track Co-Chair,IPSN,2004
Andreas Savvides,Yale,SPOTS Track Co-Chair,IPSN,2004
Andreas Terzis,Johns Hopkins University,Poster Chair,IPSN,2004
Ralph Kling,Crossbow,Demonstration Chair,IPSN,2004
Kamin Whitehouse,University of Virginia,Competition Chair,IPSN,2004
Tarek Abdelzaher,University of Illinois Urbana Champaign,Finance Chair,IPSN,2004
Jie Gao,Stony Brook University,Web Chair,IPSN,2004
Ying Zhang,PARC,Publicity Chair,IPSN,2004
Chris Gill and Chenyang Lu,Washington University in St. Louis,Local Arrangements,IPSN,2004
Feng Zhao,Microsoft Research,Steering Committee,IPSN,2004
Tarek Abdelzaher,University of Illinois Urbana Champaign,Steering Committee,IPSN,2004
Deborah Estrin,University of California Los Angeles,Steering Committee,IPSN,2004
Leo Guibas,Stanford,Steering Committee,IPSN,2004
P.R. Kumar,University of Illinois Urbana Champaign,Steering Committee,IPSN,2004
Sri Kumar,BAE Systems,Steering Committee,IPSN,2004
Jose Moura,Carnegie Mellon University,Steering Committee,IPSN,2004
John Stankovic,University of Virginia,Steering Committee,IPSN,2004
Janos Sztipanovits,Vanderbilt University,Steering Committee,IPSN,2004
Gustavo Alonso,ETH Zurich,Technical Program Committee IP Track,IPSN,2004
Anish Arora,Ohio State,Technical Program Committee IP Track,IPSN,2004
Richard Baraniuk,Rice University,Technical Program Committee IP Track,IPSN,2004
Philippe Bonnet,University of Copenhagen,Technical Program Committee IP Track,IPSN,2004
Andrew Campbell,Columbia University,Technical Program Committee IP Track,IPSN,2004
Mark Coates,McGill,Technical Program Committee IP Track,IPSN,2004
David Culler,University of California Berkeley,Technical Program Committee IP Track,IPSN,2004
Amol Deshpande,Maryland,Technical Program Committee IP Track,IPSN,2004
Hugh Durrant-Whyte,University of Sydney,Technical Program Committee IP Track,IPSN,2004
Stefan Funke,Max Planck,Technical Program Committee IP Track,IPSN,2004
Jie Gao,Stony Brook University,Technical Program Committee IP Track,IPSN,2004
Michael Gastpar,University of California Berkeley,Technical Program Committee IP Track,IPSN,2004
Phil Gibbons,Intel,Technical Program Committee IP Track,IPSN,2004
Uwe Hanebeck,Karlsruhe,Technical Program Committee IP Track,IPSN,2004
John Heideman,University of Southern California,Technical Program Committee IP Track,IPSN,2004
Volkan Isler,RPI,Technical Program Committee IP Track,IPSN,2004
Phil Levis,Stanford,Technical Program Committee IP Track,IPSN,2004
Sam Madden,Massachusetts Institute of Technology,Technical Program Committee IP Track,IPSN,2004
Upamanyu Madhow,University of California Santa Barbara,Technical Program Committee IP Track,IPSN,2004
Thomas Moscibroda,Microsoft Research,Technical Program Committee IP Track,IPSN,2004
Randy Moses,Ohio State,Technical Program Committee IP Track,IPSN,2004
Suman Nath,Microsoft Research,Technical Program Committee IP Track,IPSN,2004
Peng Ning,North Carolina State University,Technical Program Committee IP Track,IPSN,2004
Radha Poovendran,University of Washington,Technical Program Committee IP Track,IPSN,2004
Christian Scheideler,Johns Hopkins University,Technical Program Committee IP Track,IPSN,2004
John Stankovic,University of Virginia,Technical Program Committee IP Track,IPSN,2004
Subhash Suri,University of California Santa Barbara,Technical Program Committee IP Track,IPSN,2004
Andreas Terzis,Johns Hopkins University,Technical Program Committee IP Track,IPSN,2004
Steven Wicker,Cornell,Technical Program Committee IP Track,IPSN,2004
Peter Widmayer,ETH Zurich,Technical Program Committee IP Track,IPSN,2004
Andreas Andreou,Johns Hopkins University,SPOTS Track,IPSN,2004
Gaetano Borriello,University of Washington,SPOTS Track,IPSN,2004
Peter Corke,CSIRO Australia,SPOTS Track,IPSN,2004
Adam Dunkels,Swedish Institute of Computer Science,SPOTS Track,IPSN,2004
Ben Greenstein,Intel,SPOTS Track,IPSN,2004
Rajesh Gupta,University of California San Diego,SPOTS Track,IPSN,2004
Jie Liu,Microsoft Research,SPOTS Track,IPSN,2004
Ralph Kling,Crossbow,SPOTS Track,IPSN,2004
Koen Langendoen,TU Delft,SPOTS Track,IPSN,2004
Akos Ledeczi,Vanderbilt University,SPOTS Track,IPSN,2004
Lama Nachman,Intel,SPOTS Track,IPSN,2004
Joe Paradiso,Massachusetts Institute of Technology,SPOTS Track,IPSN,2004
Bodhi Priyantha,Microsoft Research,SPOTS Track,IPSN,2004
Vijay Raghunathan,Purdue,SPOTS Track,IPSN,2004
Andreas Savvides,Yale,SPOTS Track,IPSN,2004
Wayne Wolf,Princeton,SPOTS Track,IPSN,2004
Kazuo Yano,Hitachi,SPOTS Track,IPSN,2005
Guoliang Xing,Michigan State University,Organizing Committee General Chair,IPSN,2005
David Culler,University of California Berkeley,Technical Committee Co-Chair,IPSN,2005
Suman Nath,Microsoft Research,Technical Committee Co-Chair,IPSN,2005
Niki Trigoni,University of Oxford,Technical Committee Co-Chair,IPSN,2005
Lu Su,SUNY Buffalo,Poster Co-Chair,IPSN,2005
Tian He,University of Minnesota,Poster Co-Chair,IPSN,2005
Xiaofan,Columbia University,Demo Co-Chair,IPSN,2005
Thiemo Voigt,"SICS, Sweden",Demo Co-Chair,IPSN,2005
Dimitrios Lymberopoulos,Microsoft Research,Competition Chair,IPSN,2005
Xiaofan,Columbia University,IoT Expo Co-Chair,IPSN,2005
JeongGil Ko,Ajou University,IoT Expo Co-Chair,IPSN,2005
Thiemo Voigt,"SICS, Sweden",IoT Expo Co-Chair,IPSN,2005
Yuanqing Zheng,Hong Kong Polytechnic University,Web Chair,IPSN,2005
Luca Mottola,"Politecnico di Milano, Italy",PhD Forum Co-Chair,IPSN,2005
Octav Chipara,University of Iowa,PhD Forum Co-Chair,IPSN,2005
Nirupama Bulusu,Portland State University,Shadow PC Coordination Chair,IPSN,2005
Utz Roedig,University of Lancaster,Publication Chair,IPSN,2005
Mário Alves,"Polytechnic Institute of Porto, Portugal",Publicity Co-Chair,IPSN,2005
Tamer Nadeem,Old Dominion University,Publicity Co-Chair,IPSN,2005
Yanmin Zhu,Shanghai Jiao Tong University,Publicity Co-Chair,IPSN,2005
Tarek Abdelzaher,University of Illinois Urbana Champaign,Technical Program Committee,IPSN,2006
Alberto Cerpa,University of California Merced,Technical Program Committee,IPSN,2006
Karthik Dantu,University at Buffalo,Technical Program Committee,IPSN,2006
Jie Gao,Stony Brook University,Technical Program Committee,IPSN,2006
Omprakash Gnawali,University of Houston,Technical Program Committee,IPSN,2006
Magnus Halldorsson,Reykjavik University,Technical Program Committee,IPSN,2006
Tian He,University of Minnesota,Technical Program Committee,IPSN,2006
Wei Hong,Nest Labs,Technical Program Committee,IPSN,2006
Wen Hu,"University of New South Wales, and NICTA",Technical Program Committee,IPSN,2006
Polly Huang,National Taiwan University,Technical Program Committee,IPSN,2006
Andreas Krause,ETH Zurich,Technical Program Committee,IPSN,2006
Bhaskar Krishnamachari,University of Southern California,Technical Program Committee,IPSN,2006
Koen Langendoen,TU Delft,Technical Program Committee,IPSN,2006
Phil Levis,Stanford,Technical Program Committee,IPSN,2006
Jie Liu,Microsoft Research,Technical Program Committee,IPSN,2006
Dimitrios Lymperopoulos,Microsoft Research,Technical Program Committee,IPSN,2006
Andrew Markham,University of Oxford,Technical Program Committee,IPSN,2006
Florian Michahelles,Siemens USA,Technical Program Committee,IPSN,2006
Luca Mottola,"Politecnico di Milano, Italy and SICS Swedish ICT",Technical Program Committee,IPSN,2006
Shahriar Nirjon,University of North Carolina at Chapel Hill,Technical Program Committee,IPSN,2006
Neal Patwari,University of Utah,Technical Program Committee,IPSN,2006
Vijay Raghunathan,Purdue University,Technical Program Committee,IPSN,2006
Kay Roemer,Graz University of Technology,Technical Program Committee,IPSN,2006
Alex Rogers,University of Southampton,Technical Program Committee,IPSN,2006
Anthony Rowe,Carnegie Mellon University,Technical Program Committee,IPSN,2006
Junehwa Song,Korea Advanced Institute of Science and Technology,Technical Program Committee,IPSN,2006
Jack Stankovic,University of Virginia,Technical Program Committee,IPSN,2006
Roger Wattenhofer,ETH Zurich,Technical Program Committee,IPSN,2006
Kamin Whitehouse,University of Virginia,Technical Program Committee,IPSN,2006
Pei Zhang,Carnegie Mellon University,Technical Program Committee,IPSN,2006
Marco Zuniga,TU Delft,Technical Program Committee,IPSN,2006
Adam Wolisz,"TU Berlin, Germany",General Chair,IPSN,2006
Jie Liu,"Microsoft Research, USA",Program Chair,IPSN,2006
Lin Zhong,Rice University,Program Chair,IPSN,2006
Vlado Handziski,"TU Berlin, Germany",Demonstration Chair,IPSN,2006
Roozbeh Jafari,"University of Texas at Dallas, USA",Demonstration Chair,IPSN,2006
Tommaso Melodia,"SUNY at Buffalo, USA",Poster Chair,IPSN,2006
Andreas Willig,"University of Canterbury, New Zealand",Poster Chair,IPSN,2006
Rahul Mangharam,"University of Pennsylvania, USA",Workshop/Tutorial Chair,IPSN,2006
Silvia Santini,"TU Darmstadt, Germany",Publications Chair,IPSN,2006
Mohammed Shoaib,"Microsoft Research, USA",Web Chair,IPSN,2006
Li Cui,"ICT CAS, China",Publicity Chair,IPSN,2006
Anna Foerster,"SUPSI Lugano, Switzerland",Publicity Chair,IPSN,2006
Heitor Ramos,"Universidade Federal de Alagoas, Brazil",Publicity Chair,IPSN,2006
Shaojie Tang,"Temple University, USA",Publicity Chair,IPSN,2006
Falko Dressler,"University of Innsbruck, Austria",Ph.D. Forum Chair,IPSN,2006
Feng Zhao (Chair),"Microsoft Research, China",STEERING COMMITTEE,IPSN,2006
Tarek Abdelzaher,University of Illinois Urbana Champaign,Committee Member,IPSN,2006
Deborah Estrin,University of California Los Angeles,Committee Member,IPSN,2006
Leonidas Guibas,Stanford,Committee Member,IPSN,2006
William Kaiser,University of California Los Angeles,Committee Member,IPSN,2006
P.R. Kumar,"Texas A&M University, USA",Committee Member,IPSN,2006
Jose Moura,Carnegie Mellon University,Committee Member,IPSN,2006
Jack Stankovic,"University of Virginia, USA",Committee Member,IPSN,2006
Janos Sztipanovits,"Vanderbilt University, USA",Committee Member,IPSN,2006
Jie Liu,"Microsoft Research, USA",Co-Chair,IPSN,2006
Lin Zhong,Rice University,Co-Chair,IPSN,2006
Tarek Abdelzaher,University of Illinois Urbana Champaign,Committee Member,IPSN,2006
Yuvraj Agarwal,Carnegie Mellon University,Committee Member,IPSN,2006
Marco Duarte,"UMass-Amherst, USA",Committee Member,IPSN,2006
Jie Gao,"Stony Brook University, USA",Committee Member,IPSN,2006
Omprakash Gnawali,"University of Houston, USA",Committee Member,IPSN,2006
James Gross,"KTH, Sweden",Committee Member,IPSN,2006
Tian He,"University of Minnesota, USA",Committee Member,IPSN,2006
Wen Hu,"CSIRO, Australia",Committee Member,IPSN,2006
Xenofon Koutsoukos,"Vanderbilt University, USA",Committee Member,IPSN,2006
Bhaskar Krishnamachari,University of Southern California,Committee Member,IPSN,2006
Antonio Loureiro,"UFMG, Brazil",Committee Member,IPSN,2006
Luca Mottola,"Swedish Institute of Computer Science, Sweden",Committee Member,IPSN,2006
Suman Nath,"Microsoft Research, USA",Committee Member,IPSN,2006
Bodhi Priyantha,"Microsoft Research, USA",Committee Member,IPSN,2006
Vijay Raghunathan,"Purdue University, USA",Committee Member,IPSN,2006
Anthony Rowe,Carnegie Mellon University,Committee Member,IPSN,2006
Ali H. Sayed,University of California Los Angeles,Committee Member,IPSN,2006
Jacky Shen,"Microsoft Research Asia, China",Committee Member,IPSN,2006
Junehwa Song,"KAIST, Korea",Committee Member,IPSN,2006
John Stankovic,"University of Virginia, USA",Committee Member,IPSN,2006
Niki Trigoni,"Oxford University, UK",Committee Member,IPSN,2006
Guoliang Xing,"Michigan State University, USA",Committee Member,IPSN,2006
Pei Zhang,Carnegie Mellon University,Committee Member,IPSN,2006
Yanyong Zhang,"Rutgers University, USA",Committee Member,IPSN,2006
Luca Mottola,Politecnico di Milan,General Chair,IPSN,2006
Jie Gao,Stony Brook University,Technical Committee Co-Chair,IPSN,2007
Pei Zhang,Carnegie Mellon University,Technical Committee Co-Chair,IPSN,2007
Marco Zimmerling,TU Dresden,Poster Co-Chair,IPSN,2007
Juhi Ranjan,"IIID, India",Poster Co-Chair,IPSN,2007
Kai Li,"CISTER - ISEP/IPP, Portugal",Demo Co-Chair,IPSN,2007
Olga Saukh,TU Graz / CSH Vienna,Demo Co-Chair,IPSN,2007
Dimistrios Lymberopoulo,Microsoft,Competition Chair,IPSN,2007
Naveed Anwar Bhatti,Politecnico di Milano,Web and Social Media Chair,IPSN,2007
Omprakash Gnawali,University of Houston,PhD Forum Co-Chair,IPSN,2007
Andrew Markham,University of Oxford,PhD Forum Co-Chair,IPSN,2007
Yuan He,Tsinghua University,Publicity Co-Chair,IPSN,2007
Muhammad Hamad Alizai,"LUMS, Pakistan",Publicity Co-Chair,IPSN,2007
Wen Hu ,UNSW and CSIRO,Technical Program Committee,IPSN,2007
Gian Pietro Picco ,University of Trento,Technical Program Committee,IPSN,2007
Tam Vu ,University of Colorado,Technical Program Committee,IPSN,2007
Rasit Eskicioglu,University of Manitoba,General Chair,IPSN,2007
Luca Mottola,Politecnico di Milan and RISE SICS,Technical Committee Co-Chair,IPSN,2007
Bodhi Priyantha,"Microsoft Research, USA",Technical Committee Co-Chair,IPSN,2007
Ambuj Varshney,Uppsala University,Poster Co-Chair,IPSN,2007
Nirupama Bulusu,Portland State University,Poster Co-Chair,IPSN,2007
Muhammad Hamad Alizai,"LUMS, Pakistan",Demo Co-Chair,IPSN,2007
Amit Levy,Princeton University,Demo Co-Chair,IPSN,2007
Naveen Anwar Bhatti,RISE SICS,Web and Social Media Chair,IPSN,2007
Matteo Ceriotti,University of Duisburg-Essen,PhD Forum Co-Chair,IPSN,2007
Hamed Yousefi,University of Michigan,PhD Forum Co-Chair,IPSN,2007
Shijia Pan,Carnegie Mellon University,Publicity Co-Chair,IPSN,2007
Vijay S. Rao,TU Delft,Publicity Co-Chair,IPSN,2007
Amy Murphy ,Bruno Kessler Foundation,Technical Program Committee,IPSN,2007
Anthony Rowe ,Carnegie Mellon University,Technical Program Committee,IPSN,2007
Chenren Xu ,Peking University,Technical Program Committee,IPSN,2007
Guoliang Xing ,Michigan State University,Technical Program Committee,IPSN,2007
Hae Young Noh ,Carnegie Mellon University,Technical Program Committee,IPSN,2007
Hamad Alizai ,LUMS,Technical Program Committee,IPSN,2007
Jeremy Gummeson ,University of Massachusetts Amherst,Technical Program Committee,IPSN,2007
Jie Gao ,Stony Brook University,Technical Program Committee,IPSN,2007
Jie Liu ,Microsoft Research,Technical Program Committee,IPSN,2007
Koen Langendoen ,TU Delft,Technical Program Committee,IPSN,2007
Krishna Chintalapudi ,Microsoft,Technical Program Committee,IPSN,2007
Lothar Thiele ,ETH Zurich,Technical Program Committee,IPSN,2007
Matteo Cesana ,Politecnico di Milano,Technical Program Committee,IPSN,2007
Marco Zimmerling ,TU Dresden,Technical Program Committee,IPSN,2007
Niki Trigoni ,"Oxford University, UK",Technical Program Committee,IPSN,2007
Neal Patwari ,University of Utah,Technical Program Committee,IPSN,2007
Olga Saukh ,TU Graz ,Technical Program Committee,IPSN,2007
Omprakash Gnawali ,University of Houston,Technical Program Committee,IPSN,2007
Pei Zhang ,Carnegie Mellon University,Technical Program Committee,IPSN,2007
Rui Tan ,Nanyang Technological University,Technical Program Committee,IPSN,2007
Sourav Bhattacharya ,Bell Lab,Technical Program Committee,IPSN,2007
Thiemo Voigt ,RISE SICS,Technical Program Committee,IPSN,2007
Wen Hu ,UNSW and CSIRO,Technical Program Committee,IPSN,2007
Yiran Chen ,Duke University,Technical Program Committee,IPSN,2007
Youngki Lee ,Seoul National University,Technical Program Committee,IPSN,2007
Yuan He ,Tsinghua University,Technical Program Committee,IPSN,2007
Yung Hsiang Lu ,Purdue University,Technical Program Committee,IPSN,2007
Andreas Savvides,Yale University,General Chair,IPSN,2007
Adam Wolisz,TU Berlin,SPOTS TPC Chair,IPSN,2007
Vijay Raghunathan,Purdue University,Demos and Poster Chair,IPSN,2007
Neal Patwari,University of Utah,Publicity Chair,IPSN,2007
Gang Zhou,College of William & Mary,Web Chair,IPSN,2007
Brano Kusy,Stanford,Workshop Chair,IPSN,2007
Dimitrios Lymberopoulos,Microsoft Research,Publications Chair,IPSN,2007
Feng Zhao,Microsoft Research,Steering Committee,IPSN,2007
Tarek Abdelzaher,University of Illinois Urbana Champaign,Steering Committee,IPSN,2007
Deborah Estrin,University of California Los Angeles,Steering Committee,IPSN,2007
Leo Guibas,Stanford,Steering Committee,IPSN,2007
P.R. Kumar,University of Illinois Urbana Champaign,Steering Committee,IPSN,2007
Sri Kumar,BAE Systems,Steering Committee,IPSN,2007
Jose' Moura,Carnegie Mellon University,Steering Committee,IPSN,2007
John Stankovic,University of Virginia,Steering Committee,IPSN,2007
Janos Sztipanovits,Vanderbilt University,Steering Committee,IPSN,2007
Adam Wolisz,TU Berlin,SPOTS TPC Chair,IPSN,2007
Anders Ahlen,Uppsala University,IPSN TPC,IPSN,2007
Anish Arora,Ohio State University,IPSN TPC,IPSN,2007
Qing Cao,University of Tennessee,IPSN TPC,IPSN,2007
Deepak Ganesan,University of Massachusetts Amherst,IPSN TPC,IPSN,2007
Ramesh Govindan,University of Southern California,IPSN TPC,IPSN,2007
Xenofon Koutsoukos,Vanderbilt University,IPSN TPC,IPSN,2007
Jie Liu,Microsoft Research,IPSN TPC,IPSN,2007
Sotiris Nikoletseas,University of Patras and CTI,IPSN TPC,IPSN,2008
Andreas Terzis,Johns Hopkins University,IPSN TPC,IPSN,2008
Carlo Fischione,"KTH, Sweden",IPSN TPC,IPSN,2008
Phil Gibbons,Intel,IPSN TPC,IPSN,2008
Mikael Johansson,"KTH, Sweden",IPSN TPC,IPSN,2008
Tian He,University of Minnesota,IPSN TPC,IPSN,2008
Brad Karp,University College London,IPSN TPC,IPSN,2008
Bhaskar Krishnamachari,University of Southern California,IPSN TPC,IPSN,2008
Chenyang Lu,Washington University in St. Louis,IPSN TPC,IPSN,2008
Miklos Maroti,"University of Szeged, Hungary",IPSN TPC,IPSN,2008
Luca Mottola,SICS,IPSN TPC,IPSN,2008
Suman Nath,Microsoft Research,IPSN TPC,IPSN,2008
Radha Poovendran,University of Washington,IPSN TPC,IPSN,2008
Utz Roedig,University of Lancaster,IPSN TPC,IPSN,2008
Kay Romer,ETH Zurich,IPSN TPC,IPSN,2008
Paolo Santi,"Pisa, Italy",IPSN TPC,IPSN,2008
Cormac Sreenan,"University College Cork, Ireland",IPSN TPC,IPSN,2008
John Stankovic,University of Virginia,IPSN TPC,IPSN,2008
Roger Wattenhofer,ETH Zurich,IPSN TPC,IPSN,2008
Matt Welsh,Harvard University,IPSN TPC,IPSN,2008
Jan Beutel,ETH Zurich,SPOTS TPC,IPSN,2008
Adam Dunkels,Swedish Institute of Computer Science,SPOTS TPC,IPSN,2008
Prabal Dutta,University of Michigan,SPOTS TPC,IPSN,2008
Michel Goraczko,Microsoft Research,SPOTS TPC,IPSN,2008
Ralph Kling,Crossbow,SPOTS TPC,IPSN,2008
Koen Langendoen,TU Delft,SPOTS TPC,IPSN,2008
Akos Ledeczi,Vanderbilt University,SPOTS TPC,IPSN,2008
Pedro Marron,University of Duisburg-Essen and Fraunhofer IAIS,SPOTS TPC,IPSN,2008
Lama Nachman,Intel Corp,SPOTS TPC,IPSN,2008
Joe Polastre,"Sentilla, FU Berlin",SPOTS TPC,IPSN,2008
Jochen,Schiller,SPOTS TPC,IPSN,2008
Kamin Whitehouse,University of Virginia,SPOTS TPC,IPSN,2008
Tarek Abdelzaher,University of Illinois Urbana Champaign,General Chair,IPSN,2008
Leo Guibas,Stanford,Program Chair,IPSN,2008
Matt Welsh,Harvard,Program Chair,IPSN,2008
Bill Kaiser,University of California Los Angeles,SPOTS Chair,IPSN,2008
Ralph Kling,Crossbow,SPOTS Chair,IPSN,2008
Kamin Whitehouse,University of Virginia,Competition Chair,IPSN,2008
Phil Levis,Stanford,Demos Chair,IPSN,2008
John Heidemann,USC/ISI,Finance Chair,IPSN,2008
Joe Hellerstein,University of California Berkeley,Industry Sponsorship Chair,IPSN,2008
Seth Teller,Massachusetts Institute of Technology,Local Arrangements Chair,IPSN,2008
Haiyun Luo,University of Illinois Urbana Champaign,Poster Chair,IPSN,2008
Bhaskar Krishnamachari,University of Southern California,Publications Chair,IPSN,2008
Ying Zhang,PARC,Publicity Chair,IPSN,2008
Jie Liu,MSR,Registration Chair,IPSN,2008
Chenyang Lu,WUSTL,Web Chair,IPSN,2008
Feng Zhao,MSR,Steering Committee Chair,IPSN,2008
John Cozzens,NSF,Steering Committee,IPSN,2008
Deborah Estrin,University of California Los Angeles,Steering Committee,IPSN,2008
Leo Guibas,Stanford,Steering Committee,IPSN,2008
P. R. Kumar,University of Illinois Urbana Champaign,Steering Committee,IPSN,2008
Sri Kumar,DARPA,Steering Committee,IPSN,2008
Jose' Moura,Carnegie Mellon University,Steering Committee,IPSN,2008
Janos Sztipanovits,Vanderbilt University,Steering Committee,IPSN,2008
Peter Corke,CSIRO,Technical Program Committee,IPSN,2008
Abbas El Gamal,Stanford,Technical Program Committee,IPSN,2008
Sandor Fekete,TU Braunschweig,Technical Program Committee,IPSN,2008
Deepak Ganesan,UMass Amherst,Technical Program Committee,IPSN,2008
Jie Gao,Stonybrook,Technical Program Committee,IPSN,2008
Lew Girod,University of California Los Angeles,Technical Program Committee,IPSN,2008
Carlos Guestrin,Carnegie Mellon University,Technical Program Committee,IPSN,2008
Uwe Hanebeck,U. Karlsruhe,Technical Program Committee,IPSN,2008
Thomas C. Henderson,Utah,Technical Program Committee,IPSN,2008
Jennifer Hou,University of Illinois Urbana Champaign,Technical Program Committee,IPSN,2008
Eddie Kohler,University of California Los Angeles,Technical Program Committee,IPSN,2008
Bhaskar Krisnamachari,University of Southern California,Technical Program Committee,IPSN,2008
Koen Langendoen,TU Delft,Technical Program Committee,IPSN,2008
Phil Levis,Stanford,Technical Program Committee,IPSN,2009
Qun Li,College of William and Mary,Technical Program Committee,IPSN,2009
Tom Little,BU,Technical Program Committee,IPSN,2009
Julia Liu,PARC,Technical Program Committee,IPSN,2009
Miklos Maroti,University of Szeged,Technical Program Committee,IPSN,2009
Rich Martin,Rutgers,Technical Program Committee,IPSN,2009
Suman Nath,Microsoft,Technical Program Committee,IPSN,2009
Adrian Perrig,Carnegie Mellon University,Technical Program Committee,IPSN,2009
Kay Roemer,ETH Zurich,Technical Program Committee,IPSN,2009
Gruia-Catalin Roman,WUSTL,Technical Program Committee,IPSN,2009
Andreas Savvides,Yale,Technical Program Committee,IPSN,2009
Gaurav Sukhatme,University of Southern California,Technical Program Committee,IPSN,2009
Subhash Suri,University of California Santa Barbara,Technical Program Committee,IPSN,2009
Janos Sztipanovits,Vanderbilt University,Technical Program Committee,IPSN,2009
Andreas Terzis,Johns Hopkins University,Technical Program Committee,IPSN,2009
Martin Wainwright,University of California Berkeley,Technical Program Committee,IPSN,2009
Kamin Whitehouse,University of Virginia,Technical Program Committee,IPSN,2009
Gaetano Boriello,University of Washington,SPOTS Track,IPSN,2009
Jeremy Elson,MSR,SPOTS Track,IPSN,2009
William Hodgkiss,University of California San Diego,SPOTS Track,IPSN,2009
Hans Gellersen,Lancaster University,SPOTS Track,IPSN,2009
Rajesh Gupta,University of California San Diego,SPOTS Track,IPSN,2009
Mark Hansen,University of California Los Angeles,SPOTS Track,IPSN,2009
Chalermek Intanagonwiwat,Chulalongkorn University,SPOTS Track,IPSN,2009
Gerald Maguire,KTH Stockholm,SPOTS Track,IPSN,2009
Lama Nachman,Intel,SPOTS Track,IPSN,2009
Michael Niedermayer,Fraunhofer IZM,SPOTS Track,IPSN,2009
Brendan O'Flynn,Tyndall Institute,SPOTS Track,IPSN,2009
Joseph Paradiso,Massachusetts Institute of Technology,SPOTS Track,IPSN,2009
Trevor Pering,Intel Research,SPOTS Track,IPSN,2009
Joe Polastre,Moteiv,SPOTS Track,IPSN,2009
Vijay Raghunathan,Purdue,SPOTS Track,IPSN,2009
Jim Reich,PARC,SPOTS Track,IPSN,2009
Brian Schott,ISI,SPOTS Track,IPSN,2009
Howard Shrobe,Massachusetts Institute of Technology,SPOTS Track,IPSN,2009
Eric Yeatman,Imperial College,SPOTS Track,IPSN,2009
Chris Van Hoof,IMEC,SPOTS Track,IPSN,2009
Frank Vernon,University of California San Diego,SPOTS Track,IPSN,2009
Wayne Wolfe,Princeton,SPOTS Track,IPSN,2009
Adam Wolisz,TU Berlin,SPOTS Track,IPSN,2009
Kazuo Yano,Hitachi Research,SPOTS Track,IPSN,2009
Mark Yarvis,Intel,SPOTS Track,IPSN,2009
Feng Zhao,Microsoft Research,IPSN Steering Committee,IPSN,2009
John Cozzens,National Science Foundation,IPSN Steering Committee,IPSN,2009
Deborah Estrin,University of California Los Angeles,IPSN Steering Committee,IPSN,2009
Leo Guibas,Stanford,IPSN Steering Committee,IPSN,2009
P. R. Kumar,University of Illinois Urbana Champaign,IPSN Steering Committee,IPSN,2009
Sri Kumar,DARPA,IPSN Steering Committee,IPSN,2009
Jose' Moura,Carnegie Mellon University ,IPSN Steering Committee,IPSN,2009
Janos Sztipanovits,Vanderbilt University ,IPSN Steering Committee,IPSN,2009
Martin. Vetterli,EPFL,Conference Co-Chair,IPSN,2009
Kung Yao,University of California Los Angeles,Conference Co-Chair,IPSN,2009
Rob Nowak,UW-Madison,Technical Program Co-Chair,IPSN,2009
Mani Srivastava,University of California Los Angeles,Technical Program Co-Chair,IPSN,2009
Lakshman Krishnamurthy,Intel,Industrial Relations Chair,IPSN,2009
Jim Reich,PARC,Demos Chair,IPSN,2009
Bhaskar Krishnamachari,University of Southern California,Poster Session Chair,IPSN,2009
David Jaquez,University of California Los Angeles,Finance Chair,IPSN,2009
Bernie Dempsey,University of California Los Angeles,Registration Chair,IPSN,2009
Bernie Dempsey,University of California Los Angeles,Local Arrangement Chair,IPSN,2009
Yu Hen Hu,UW-Madison,Publicity Chair,IPSN,2009
Andreas Savvides,Yale,Publication Chair,IPSN,2009
Jon Agre,Fujitsu Laboratories of America,,IPSN,2009
Rajesh Gupta,University of California San Diego,General Chair,IPSN,2009
Akos Ledeczi,Vanderbilt University,IP Track Co-Chair,IPSN,2009
Philip Levis,Stanford,IP Track Co-Chair,IPSN,2009
Peter Corke,CSIRO,SPOTS Track Co-Chair,IPSN,2009
Koen Langendoen,TU Delft,SPOTS Track Co-Chair,IPSN,2009
Andreas Terzis,Johns Hopkins University,Posters and Demos,IPSN,2009
Jan Beutel,ETH Zurich,Posters and Demos,IPSN,2009
Tian He,University of Minnesota,Tutorials,IPSN,2009
Kamin Whitehouse,University of Virginia,Competition,IPSN,2009
Jie Liu,Microsoft Research,Finance,IPSN,2009
Jie Gao,SUNY Stonybrook,Publications,IPSN,2009
Wen Hu,CSIRO,Web,IPSN,2009
Ying Zhang,PARC,Publicity,IPSN,2009
Andreas Savvides,Yale,Workshop,IPSN,2009
Hamid Aghajan,Stanford,Local Arrangements,IPSN,2010
Scott Brandt,University of California Santa Cruz,Local Arrangements,IPSN,2010
Branislav Kusy,Stanford,Local Arrangements,IPSN,2010
Feng Zhao,Microsoft Research,Steering Committee,IPSN,2010
Tarek Abdelzaher,University of Illinois Urbana Champaign,Steering Committee,IPSN,2010
Deborah Estrin,University of California Los Angeles,Steering Committee,IPSN,2010
Leo Guibas,Stanford,Steering Committee,IPSN,2010
P.R. Kumar,University of Illinois Urbana Champaign,Steering Committee,IPSN,2010
Sri Kumar,BAE Systems,Steering Committee,IPSN,2010
Jose' Moura,Carnegie Mellon University,Steering Committee,IPSN,2010
John Stankovic,University of Virginia,Steering Committee,IPSN,2010
